id ,loan,mortgage,credit,positive,n_contact,l_call_duration,n_p_contact,p_days,subscribed,age_norm,account_min_max,pro2_cat,edu2_cat,status_cat,p_outcome_cat,Month_cat
511133,False,False,False,True,0.0,0.17645729778581112,0.0,0.0,0.0,1.5403885518930742,0.5253698902766095,0,0,1,3,0
510863,True,False,True,False,0.04838709677419355,0.049480343425214644,0.007272727272727273,0.18577981651376146,0.0,0.5842298501326835,0.31222343315905776,3,1,1,0,0
511183,False,True,False,False,0.0,0.028468142792589246,0.01090909090909091,0.0034403669724770644,0.0,-0.27631298145166805,0.32306138860571293,3,1,1,1,0
524961,False,False,False,True,0.0,0.05061003163126977,0.0036363636363636364,0.13761467889908258,0.0,0.8710774606608007,0.33873126585566854,4,1,0,0,0
510370,False,False,False,True,0.0,0.03321283325802079,0.0,0.0,0.0,0.5842298501326835,0.3761222121466289,2,0,1,3,0
525091,False,False,False,True,0.04838709677419355,0.033438770899231814,0.01090909090909091,0.11123853211009174,1.0,3.0503681451233797,0.3574267390011487,0,1,1,2,0
525063,False,False,False,True,0.0,0.053321283325802084,0.0036363636363636364,0.10550458715596331,1.0,0.5842298501326835,0.3592330649089246,2,2,1,2,0
510753,True,True,False,False,0.0,0.025982828739267962,0.0,0.0,0.0,-1.3280875533880978,0.31741662014391336,8,2,1,3,0
511143,False,True,False,True,0.0,0.039990962494351565,0.01090909090909091,0.0034403669724770644,0.0,0.9666933308368397,0.3473113139176039,5,2,2,1,0
511222,False,True,False,True,0.03225806451612903,0.042702214188883876,0.0,0.0,0.0,-0.8500082025079024,0.3407633825019164,6,2,1,3,0
510676,False,True,False,True,0.0,0.009715318572074107,0.0036363636363636364,0.3050458715596331,0.0,-0.8500082025079024,0.332409125178453,2,2,2,0,0
524964,False,False,False,True,0.016129032258064516,0.06122910076818799,0.0,0.0,1.0,2.7833948641815818,0.43952425150956165,0,0,1,3,0
525062,False,False,False,True,0.0,0.03321283325802079,0.0,0.0,0.0,-1.3280875533880978,0.41717096840083534,10,2,2,3,0
510357,False,False,False,True,0.0,0.022819701762313602,0.0,0.0,0.0,-0.8500082025079024,0.46707072160314356,9,2,1,3,0
510635,False,True,False,True,0.0,0.012426570266606417,0.0036363636363636364,0.3050458715596331,0.0,-1.1368558130360196,0.33588630255092156,3,1,1,0,0
510127,False,False,True,True,0.0,0.2130591956619973,0.0,0.0,1.0,1.349156811540996,0.3260869845012375,5,2,0,3,0
511244,False,False,False,True,0.04838709677419355,0.08472661545413467,0.0,0.0,0.0,-0.6587764621558243,0.33579598625553275,3,2,1,3,0
510423,False,False,False,True,0.03225806451612903,0.08246723904202441,0.0,0.0,0.0,1.157925071188918,0.3588717997273694,3,1,1,3,0
511176,False,True,False,True,0.0,0.02666064166290104,0.0036363636363636364,0.27752293577981657,0.0,1.0623092010128787,0.38099929209762373,3,1,1,0,0
511060,False,True,False,True,0.0,0.5632625395390872,0.0,0.0,1.0,0.010534629076449148,0.45736171984884827,3,2,2,3,0
511074,False,False,False,True,0.0,0.1568007230004519,0.0,0.0,1.0,-0.4675447218037462,0.32988026890756683,5,2,2,3,0
510996,False,True,False,True,0.06451612903225806,0.1244916403072752,0.0,0.0,0.0,-0.18069711127562899,0.3450985646805785,2,2,1,3,0
510736,False,True,False,True,0.0,0.007907817442385901,0.0,0.0,0.0,-0.3719288516277071,0.3338541859046737,9,1,0,3,0
510339,False,True,False,True,0.016129032258064516,0.4010393131495707,0.0,0.0,0.0,0.3929981097806054,0.32780299411362457,2,1,1,3,0
510213,False,False,False,True,0.0,0.07930411206507004,0.0,0.0,0.0,-1.4237034235641368,0.45776814317809783,5,2,2,3,0
525040,False,False,False,True,0.016129032258064516,0.07433348395842748,0.0,0.0,1.0,-0.8500082025079024,0.3407633825019164,9,2,1,3,0
511205,False,True,False,False,0.0,0.021012200632625395,0.0036363636363636364,0.29013761467889915,0.0,1.157925071188918,0.31064289798975386,9,2,1,0,0
510938,False,False,False,False,0.03225806451612903,0.015815634884771803,0.0036363636363636364,0.22706422018348624,0.0,0.3929981097806054,0.3236484445257401,5,2,2,0,0
510274,False,False,False,True,0.0,0.012878445549028469,0.0,0.0,0.0,0.8710774606608007,0.358375060102731,1,2,2,3,0
510270,False,False,False,True,0.0,0.026434704021690014,0.0,0.0,0.0,1.0623092010128787,0.33958927066186206,1,0,0,3,0
511103,False,True,False,True,0.0,0.03434252146407592,0.007272727272727273,0.0034403669724770644,0.0,-0.4675447218037462,0.3261321426489319,6,2,0,1,0
510354,False,True,False,True,0.016129032258064516,0.03886127428829644,0.0,0.0,0.0,-0.7543923323318633,0.3259063519104599,5,2,2,3,0
525089,False,False,False,True,0.0,0.019882512426570267,0.0036363636363636364,0.353211009174312,0.0,-1.3280875533880978,0.3539044034809858,9,1,2,0,0
510899,True,True,False,True,0.03225806451612903,0.03434252146407592,0.0036363636363636364,0.283256880733945,0.0,-1.4237034235641368,0.32766751967054136,5,1,2,0,0
511121,False,True,False,True,0.0,0.012426570266606417,0.0,0.0,0.0,0.7754615904847616,0.35950401379509095,9,2,2,3,0
510183,False,False,False,True,0.0,0.04744690465431541,0.0,0.0,0.0,-0.8500082025079024,0.3287964733629013,6,2,2,3,0
510434,False,False,False,True,0.016129032258064516,0.051513782196113876,0.0,0.0,0.0,-0.3719288516277071,0.327396570784375,3,1,2,3,0
525101,False,False,False,True,0.0,0.06913691821057388,0.0036363636363636364,0.10665137614678899,1.0,3.0503681451233797,0.33579598625553275,0,0,1,2,0
511170,False,False,False,True,0.0,0.049028468142792596,0.0,0.0,0.0,-1.2324716832120586,0.33976990325263967,4,1,2,3,0
511135,False,True,False,True,0.016129032258064516,0.04134658834161772,0.01090909090909091,0.0034403669724770644,0.0,-0.9456240726839414,0.382173403937678,3,1,1,1,0
510442,False,False,False,True,0.016129032258064516,0.023271577044735654,0.0,0.0,0.0,-0.18069711127562899,0.3264934078304871,5,1,1,3,0
510367,False,False,False,False,0.016129032258064516,0.04676909173068234,0.0,0.0,0.0,0.1061504992524882,0.31285564722677933,5,2,2,3,0
525107,False,False,False,True,0.0,0.028920018075011298,0.01090909090909091,0.2740825688073395,1.0,0.6798457203087226,0.37386430476190907,9,2,0,1,0
510980,False,False,False,True,0.016129032258064516,0.10664256665160417,0.0,0.0,0.0,0.010534629076449148,0.361220023407478,3,1,2,3,0
510612,False,False,False,True,0.0,0.018075011296882063,0.0,0.0,0.0,1.5403885518930742,0.437401818567925,6,0,1,3,0
510794,False,True,False,True,0.0,0.04225033890646182,0.007272727272727273,0.28440366972477066,0.0,-0.27631298145166805,1.0,3,1,2,0,0
510444,False,False,False,True,0.03225806451612903,0.01852688657930411,0.0,0.0,0.0,0.7754615904847616,0.34013116843419483,5,1,2,3,0
511171,False,True,False,True,0.016129032258064516,0.021012200632625395,0.0,0.0,0.0,-1.1368558130360196,0.3338993440523681,5,1,1,3,0
510765,False,False,False,True,0.0,0.05558065973791234,0.0,0.0,0.0,0.9666933308368397,0.3614006559982556,3,2,1,3,0
511035,False,True,False,True,0.0,0.033438770899231814,0.0,0.0,0.0,-0.8500082025079024,0.35051754240390604,8,2,1,3,0
511197,False,False,False,True,0.016129032258064516,0.030727519204699502,0.0036363636363636364,0.0034403669724770644,0.0,-1.4237034235641368,0.33209301814459224,5,1,2,1,0
511066,False,False,False,True,0.016129032258064516,0.11274288296430186,0.0,0.0,0.0,-1.3280875533880978,0.35133038906240516,3,1,2,3,0
510891,True,False,False,True,0.016129032258064516,0.028016267510167194,0.04,0.21100917431192662,0.0,0.29738223960456633,0.3457307787483,3,2,1,0,0
510168,False,True,False,True,0.0,0.02779032986895617,0.0,0.0,0.0,0.1061504992524882,0.35936853935200774,5,2,2,3,0
525139,False,False,False,True,0.0,0.06619972887483055,0.0,0.0,1.0,0.7754615904847616,0.3416213873081099,5,1,0,3,0
510953,True,True,False,False,0.016129032258064516,0.10234975146859468,0.06545454545454546,0.25802752293577985,0.0,0.3929981097806054,0.3093784698543108,9,0,1,1,0
525075,False,False,False,True,0.0,0.023723452327157706,0.0036363636363636364,0.3222477064220184,0.0,2.0184679027732693,0.33579598625553275,0,2,1,2,0
510454,False,False,False,True,0.016129032258064516,0.02937189335743335,0.0,0.0,0.0,-1.2324716832120586,0.32671919856895904,3,1,2,3,0
510629,False,True,False,True,0.0,0.052191595119746956,0.01090909090909091,0.301605504587156,0.0,-0.7543923323318633,0.3805928687683741,3,1,2,0,0
525163,False,True,False,True,0.016129032258064516,0.0359240849525531,0.0,0.0,1.0,1.8272361624211912,1.0,0,2,1,3,0
510327,False,False,False,True,0.0,0.0885675553547221,0.0,0.0,0.0,-0.8500082025079024,0.3295190037260116,9,1,2,3,0
510234,True,True,False,True,0.0,0.014460009037505649,0.03272727272727273,0.25688073394495414,0.0,-0.9456240726839414,0.3259063519104599,5,2,1,1,0
510188,True,True,False,True,0.0,0.036827835517397205,0.007272727272727273,0.20412844036697247,0.0,0.5842298501326835,0.3849280509470362,2,0,1,0,0
510550,False,True,False,True,0.0,0.01016719385449616,0.02909090909090909,0.29701834862385323,0.0,0.8710774606608007,0.34893700723460214,3,1,2,0,0
511045,False,False,False,True,0.0,0.07704473565295979,0.0,0.0,0.0,-0.6587764621558243,0.3273062544889862,2,2,1,3,0
510249,True,True,False,True,0.0,0.17736104835065522,0.0,0.0,1.0,-0.9456240726839414,0.3932371501228052,7,1,2,3,0
511102,True,False,False,True,0.0,0.10980569362855852,0.007272727272727273,0.0034403669724770644,0.0,1.6360044220691132,0.3259063519104599,4,1,1,1,0
510245,False,False,False,True,0.0,0.06778129236330774,0.0,0.0,0.0,-0.4675447218037462,0.33814420993564137,8,1,1,3,0
510250,False,True,False,True,0.0,0.017397198373248983,0.0036363636363636364,0.21788990825688073,0.0,-0.27631298145166805,0.36921301554938624,3,1,1,0,0
510869,False,False,False,True,0.016129032258064516,0.07636692272932671,0.0,0.0,0.0,0.20176636942852727,0.47131558748641683,3,1,0,3,0
510225,False,False,False,True,0.0,0.03886127428829644,0.0,0.0,0.0,0.010534629076449148,0.3828056180053996,8,2,0,3,0
510620,False,False,False,True,0.0,0.07568910980569364,0.0,0.0,0.0,-1.0412399428599806,0.32667404042126463,9,2,2,3,0
510116,False,True,False,True,0.0,0.04541346588341618,0.007272727272727273,0.28440366972477066,0.0,-0.27631298145166805,0.33873126585566854,2,2,0,2,0
510271,False,False,False,True,0.016129032258064516,0.07817442385901492,0.0,0.0,0.0,1.7316202922451522,0.3264482496827927,0,0,1,3,0
510706,False,True,False,True,0.016129032258064516,0.017397198373248983,0.0036363636363636364,0.27637614678899086,0.0,-0.18069711127562899,0.3522335520162931,2,2,1,0,0
511034,True,True,False,True,0.0,0.02937189335743335,0.007272727272727273,0.30619266055045874,0.0,-0.5631605919797852,0.5864688641071281,2,2,1,0,0
510885,False,True,False,True,0.016129032258064516,0.049480343425214644,0.0,0.0,0.0,1.349156811540996,0.34925311426846295,5,0,1,3,0
510551,False,True,False,True,0.0,0.09037505648441031,0.0036363636363636364,0.22591743119266056,0.0,0.48861397995664446,0.337873261049475,4,2,1,0,0
511004,False,True,False,True,0.03225806451612903,0.07230004518752825,0.01090909090909091,0.29701834862385323,0.0,-0.9456240726839414,0.34387929469282974,8,2,2,0,0
511177,False,False,False,True,0.04838709677419355,0.13126976954360597,0.0,0.0,0.0,-0.5631605919797852,0.3393183217756957,6,2,1,3,0
510811,False,True,False,True,0.0,0.049480343425214644,0.0,0.0,0.0,-1.3280875533880978,0.3531818731178754,9,2,2,3,0
510522,False,True,False,True,0.0,0.018075011296882063,0.007272727272727273,0.2993119266055046,0.0,-0.6587764621558243,0.3532721894132642,9,2,2,0,0
525078,False,False,False,True,0.016129032258064516,0.035020334387709,0.0036363636363636364,0.18577981651376146,0.0,3.0503681451233797,0.43058293826607114,0,1,1,0,0
510169,False,False,False,True,0.0,0.035472209670131045,0.0,0.0,0.0,-1.3280875533880978,0.32703530560281985,5,1,2,3,0
510792,False,True,False,True,0.016129032258064516,0.03208314505196566,0.0036363636363636364,0.28440366972477066,0.0,1.157925071188918,0.33588630255092156,0,2,0,0,0
510585,True,True,False,True,0.0,0.013556258472661545,0.0036363636363636364,0.28440366972477066,0.0,1.157925071188918,0.3416665454558043,5,2,0,0,0
525071,False,True,False,True,0.0,0.02779032986895617,0.0036363636363636364,0.11238532110091742,0.0,0.48861397995664446,0.3947273689967203,9,2,2,2,0
511005,True,False,False,False,0.016129032258064516,0.029823768639855402,0.0,0.0,0.0,-0.3719288516277071,0.32306138860571293,3,1,2,3,0
510783,False,False,False,True,0.016129032258064516,0.03750564844103028,0.0,0.0,0.0,1.0623092010128787,0.3916566149535013,3,1,1,3,0
510321,False,False,False,True,0.0,0.012878445549028469,0.0,0.0,0.0,-0.27631298145166805,0.33498313959703363,3,1,1,3,0
525036,False,False,False,True,0.0,0.031179394487121554,0.007272727272727273,0.25917431192660556,0.0,-0.3719288516277071,0.7886870494826358,7,1,1,1,0
510964,False,True,True,False,0.016129032258064516,0.23158608224130142,0.0036363636363636364,0.29357798165137616,0.0,-1.0412399428599806,0.31529418720227675,8,2,2,1,0
510297,False,False,False,True,0.0,0.011974694984184365,0.0,0.0,0.0,-1.1368558130360196,0.38696016759328405,9,2,2,3,0
510111,False,False,False,True,0.0,0.006100316312697696,0.0,0.0,0.0,-1.2324716832120586,0.3261321426489319,1,0,1,3,0
510833,False,False,False,True,0.0,0.005196565747853593,0.0,0.0,0.0,-1.2324716832120586,0.40538469185259784,2,2,2,3,0
510509,False,True,False,True,0.0,0.022593764121102575,0.007272727272727273,0.28440366972477066,0.0,-0.7543923323318633,0.3264482496827927,9,2,2,0,0
510896,False,False,False,True,0.016129032258064516,0.008811568007230005,0.0,0.0,0.0,-1.2324716832120586,0.40154624929857413,3,2,2,3,0
510307,False,True,False,True,0.0,0.03253502033438772,0.0,0.0,0.0,1.157925071188918,0.34523403912366163,5,1,1,3,0
511047,False,True,False,True,0.0,0.08517849073655671,0.0,0.0,0.0,0.010534629076449148,0.4074619666465401,2,0,1,3,0
510229,False,False,False,True,0.0,0.06190691369182106,0.0036363636363636364,0.08256880733944955,0.0,-0.9456240726839414,0.32671919856895904,6,2,1,0,0
511237,False,True,False,False,0.03225806451612903,0.02394938996836873,0.007272727272727273,0.3107798165137615,0.0,0.010534629076449148,0.31235890760214097,2,2,0,0,0
511017,False,False,False,True,0.016129032258064516,0.012426570266606417,0.0,0.0,0.0,-1.1368558130360196,0.33060279927067715,6,0,2,3,0
510721,True,True,False,True,0.0,0.0359240849525531,0.0,0.0,0.0,-0.18069711127562899,0.37797369620209914,8,2,2,3,0
510549,False,True,False,True,0.0,0.052643470402169004,0.03272727272727273,0.29816513761467894,0.0,-0.7543923323318633,0.3622135026567547,3,1,0,0,0
511146,False,False,False,True,0.016129032258064516,0.13217352010845007,0.0,0.0,0.0,-1.4237034235641368,0.3366991492094207,3,1,1,3,0
510821,False,False,False,True,0.0,0.032986895616809765,0.0,0.0,0.0,-0.4675447218037462,0.5142609859437879,7,1,2,3,0
510936,True,False,False,False,0.016129032258064516,0.042024401265250796,0.0,0.0,0.0,-0.9456240726839414,0.3157457686792207,8,2,2,3,0
510496,False,True,False,True,0.0,0.010619069136918211,0.007272727272727273,0.2821100917431193,0.0,1.5403885518930742,0.38705048388867286,9,2,1,0,0
510711,True,False,False,True,0.0,0.0072300045187528245,0.014545454545454545,0.21674311926605505,0.0,1.7316202922451522,0.4220480483518302,3,1,1,0,0
511173,True,False,False,True,0.016129032258064516,0.042702214188883876,0.0,0.0,0.0,0.010534629076449148,0.4561424498610996,9,2,1,3,0
525044,False,False,False,True,0.016129032258064516,0.08653411658382287,0.0036363636363636364,0.22591743119266056,1.0,-0.3719288516277071,0.3259063519104599,3,1,1,1,0
510887,False,False,False,True,0.016129032258064516,0.07907817442385902,0.0,0.0,0.0,-1.0412399428599806,0.33949895436647326,8,2,2,3,0
510617,False,True,False,False,0.0,0.01920469950293719,0.0,0.0,0.0,-0.4675447218037462,0.3195842112332444,3,1,2,3,0
525140,False,True,False,True,0.016129032258064516,0.03140533212833258,0.007272727272727273,0.6376146788990825,0.0,-1.1368558130360196,0.33349292072311854,3,1,2,0,0
510793,False,False,False,True,0.0,0.05422503389064619,0.0,0.0,0.0,1.6360044220691132,0.3427503410004698,6,0,0,3,0
525058,False,False,False,True,0.04838709677419355,0.025305015815634886,0.0,0.0,0.0,1.6360044220691132,0.3391828473326125,7,1,1,3,0
525146,False,False,False,True,0.0,0.04112065070040669,0.01090909090909091,0.0963302752293578,1.0,-0.7543923323318633,0.39495315973519224,5,1,1,2,0
511059,False,True,False,True,0.0,0.04179846362403977,0.0,0.0,0.0,-1.2324716832120586,0.33575082810783835,7,2,2,3,0
510529,False,True,False,True,0.0,0.07207410754631723,0.0036363636363636364,0.22706422018348624,0.0,-0.6587764621558243,0.3485305839053526,3,1,1,0,0
510481,False,False,False,True,0.06451612903225806,0.08382286488929057,0.0,0.0,0.0,0.6798457203087226,0.34369866210205213,3,2,1,3,0
510602,True,True,False,False,0.0,0.021012200632625395,0.007272727272727273,0.28440366972477066,0.0,-0.27631298145166805,0.314752289429944,4,1,2,0,0
510288,False,False,False,True,0.0,0.02666064166290104,0.0,0.0,0.0,-1.3280875533880978,0.3260418263535431,10,2,2,3,0
510281,False,False,False,True,0.0,0.03727971079981925,0.0,0.0,0.0,-1.2324716832120586,0.3366539910617263,3,1,1,3,0
510503,False,True,False,False,0.0,0.07749661093538183,0.007272727272727273,0.28440366972477066,0.0,-0.5631605919797852,0.3153845034976655,5,2,1,0,0
510987,False,True,False,True,0.016129032258064516,0.03773158608224131,0.0036363636363636364,0.283256880733945,0.0,0.7754615904847616,0.32839005003365174,3,2,2,0,0
510654,False,False,False,False,0.016129032258064516,0.11590600994125622,0.0,0.0,0.0,-0.27631298145166805,0.3161070338607759,9,2,1,3,0
510960,True,True,False,True,0.016129032258064516,0.025756891098056938,0.0036363636363636364,0.29357798165137616,0.0,0.5842298501326835,0.3366088329140319,2,2,2,1,0
510166,False,False,False,True,0.0,0.011296882060551287,0.0,0.0,0.0,0.48861397995664446,0.3446018250559401,3,1,1,3,0
510492,False,False,False,True,0.0,0.04473565295978311,0.0,0.0,0.0,-1.4237034235641368,0.337647470311003,10,2,1,3,0
510866,False,True,False,False,0.016129032258064516,0.046317216448260284,0.01090909090909091,0.301605504587156,0.0,-1.2324716832120586,0.31719082940544135,5,1,2,0,0
510582,False,False,False,True,0.0,0.04925440578400362,0.0,0.0,0.0,-1.3280875533880978,0.3288867896582901,9,1,2,3,0
510803,False,True,False,True,0.016129032258064516,0.01016719385449616,0.0,0.0,0.0,-0.27631298145166805,0.38095413394992933,3,1,1,3,0
510725,False,False,False,True,0.0,0.02394938996836873,0.0,0.0,0.0,1.349156811540996,0.33073827371376036,2,0,1,3,0
511190,False,False,False,True,0.0,0.04676909173068234,0.0,0.0,0.0,-1.4237034235641368,0.34094401509269395,6,1,2,3,0
511013,False,False,False,True,0.016129032258064516,0.05377315860822413,0.0,0.0,0.0,-0.9456240726839414,0.34613720207754956,6,1,2,3,0
511218,False,False,False,True,0.016129032258064516,0.03818346136466336,0.0,0.0,0.0,0.5842298501326835,0.3991980256184655,7,2,1,3,0
525156,False,False,False,True,0.016129032258064516,0.04338002711251695,0.0,0.0,0.0,-0.4675447218037462,0.41870634542244484,3,1,1,3,0
510236,False,False,False,True,0.0,0.006100316312697696,0.0,0.0,0.0,-0.9456240726839414,0.3501111190746565,1,1,2,3,0
510669,False,True,False,True,0.0,0.023723452327157706,0.014545454545454545,0.18807339449541285,0.0,0.3929981097806054,0.3456856206006056,2,0,1,0,0
510200,False,False,False,True,0.0,0.029597830998644374,0.0,0.0,0.0,-0.9456240726839414,0.358600850841203,3,1,1,3,0
510593,False,True,False,True,0.0,0.016719385449615907,0.0,0.0,0.0,-0.9456240726839414,0.369529122583247,3,1,2,3,0
525057,False,False,False,True,0.016129032258064516,0.06619972887483055,0.007272727272727273,0.3130733944954129,1.0,3.0503681451233797,0.6736240891573134,0,0,1,2,0
510498,False,False,False,True,0.0,0.032309082693176686,0.0,0.0,0.0,-0.7543923323318633,0.33069311556606595,1,2,2,3,0
525120,False,True,False,True,0.0,0.14256665160415727,0.0,0.0,1.0,0.29738223960456633,0.4387114048510625,5,2,1,3,0
525011,False,False,False,True,0.016129032258064516,0.0219159511974695,0.0,0.0,1.0,-1.6149351639162148,0.45496833802104525,10,2,2,3,0
511225,False,True,False,True,0.04838709677419355,0.01717126073203796,0.0036363636363636364,0.29013761467889915,0.0,-0.6587764621558243,1.0,2,2,2,1,0
510562,False,False,False,False,0.0,0.03524627202892002,0.014545454545454545,0.18922018348623854,0.0,1.157925071188918,0.322835597867241,2,2,1,1,0
511053,True,True,False,False,0.0,0.2950745594215996,0.0,0.0,1.0,1.8272361624211912,0.3230162304580185,5,1,1,3,0
525111,False,False,False,True,0.0,0.04225033890646182,0.007272727272727273,0.10779816513761467,0.0,2.879010734357621,0.34026664287727804,0,1,1,0,0
510386,False,True,False,True,0.016129032258064516,0.028242205151378222,0.0,0.0,0.0,-0.18069711127562899,0.3261321426489319,3,1,0,3,0
510478,False,False,False,True,0.04838709677419355,0.05241753276095798,0.0,0.0,0.0,0.1061504992524882,0.333086497393869,8,1,1,3,0
525048,False,False,False,True,0.0,0.08969724356077723,0.0,0.0,1.0,1.349156811540996,0.6430520231682069,3,1,1,3,0
525026,False,False,False,True,0.0,0.07252598282873927,0.0,0.0,0.0,3.0503681451233797,0.3259063519104599,0,1,0,3,0
510303,False,False,False,True,0.016129032258064516,0.024401265250790782,0.0,0.0,0.0,-1.3280875533880978,0.3741352536480754,5,2,2,3,0
510379,False,False,False,True,0.0,0.04767284229552644,0.02181818181818182,0.20871559633027523,0.0,0.1061504992524882,0.358375060102731,5,2,1,0,0
510643,False,True,False,True,0.016129032258064516,0.05354722096701311,0.01090909090909091,0.2213302752293578,0.0,-0.4675447218037462,0.3314156459291763,9,2,2,1,0
511028,False,True,False,False,0.03225806451612903,0.09308630817894262,0.0,0.0,0.0,-0.6587764621558243,0.3087462557865892,3,1,1,3,0
525098,True,True,False,True,0.04838709677419355,0.024853140533212834,0.014545454545454545,0.058486238532110095,0.0,0.6798457203087226,0.3733224069895763,3,1,1,1,0
510921,False,False,False,True,0.016129032258064516,0.07998192498870313,0.0,0.0,0.0,-1.4237034235641368,0.33954411251416766,8,2,2,3,0
510353,False,False,False,True,0.016129032258064516,0.04789877993673747,0.0,0.0,0.0,1.6360044220691132,0.327396570784375,3,1,1,3,0
510257,True,False,False,True,0.0,0.010845006778129237,0.0,0.0,0.0,0.3929981097806054,0.3399956939911116,3,1,0,3,0
511008,False,False,False,True,0.03225806451612903,0.04722096701310439,0.0,0.0,0.0,-1.4237034235641368,0.3746771514204082,9,2,2,3,0
510394,False,False,False,True,0.016129032258064516,0.04089471305919567,0.0,0.0,0.0,1.349156811540996,0.6748433591450621,6,0,1,3,0
510160,False,True,False,True,0.0,0.01694532309082693,0.0036363636363636364,0.29701834862385323,0.0,0.48861397995664446,0.3560268364226224,5,2,0,1,0
510139,False,False,False,True,0.0,0.09173068233167646,0.0,0.0,0.0,-1.1368558130360196,0.3442405598743849,3,1,1,3,0
510813,False,True,False,True,0.0,0.10912788070492545,0.0,0.0,0.0,-0.7543923323318633,0.3455953043052168,4,1,2,3,0
510445,False,False,False,True,0.04838709677419355,0.05761409850881157,0.0,0.0,0.0,-1.2324716832120586,0.32978995261217803,3,1,2,3,0
